property_type,society,sector,price_in_cr,price_per_sqft,area_in_sqft,areawithtype,bedroom,bathroom,balcony,floornum,facing,agepossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,ATS Triumph,sector 104,2.55,13076,1950,Super Built up area 3150(292.64 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,4,3+,21,east,Relatively New,3150.0,,1950.0,0,1,0,0,0,1,150
house,Independent,sector 12,1.5,11111,1345,Plot area 150(125.42 sq.m.),5,2,,3,na,Old,,1353.0,,0,0,0,0,0,1,16
flat,Conscient Heritage Max,sector 102,2.0,9306,2149,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,4,3+,13,north-east,Relatively New,2149.0,1900.0,1650.0,1,1,0,0,0,0,174
flat,Tulip Violet,sector 69,1.32,8411,1569,Super Built up area 1568(145.67 sq.m.),3,3,1,12,south-east,Relatively New,1568.0,,,0,0,0,1,0,1,86
flat,SS Residency Residency The Leaf,sector 85,1.1,12471,7938,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2,2,3,12,north,Relatively New,1640.0,1173.0,882.0,1,0,0,0,0,1,75
house,Independent,sector 56,2.95,20233,1453,Built Up area: 162 (135.45 sq.m.),2,2,,1,north,Undefined,,1461.0,,0,0,0,0,0,1,0
flat,Shreeram Apartment Ii,sector 4,0.21,4666,4050,Carpet area: 450 (41.81 sq.m.),1,1,1,2,na,Relatively New,,,450.0,0,0,0,0,0,1,7
house,Godrej Meridien,sector 106,5.6,14000,4004,Plot area 4000(371.61 sq.m.),5,4,,33,north-east,New Property,,4000.0,,1,1,1,1,0,1,151
flat,DLF Royalton Tower,sector 43,6.2,20687,2997,Super Built up area 2997(278.43 sq.m.),4,4,3+,9,na,Moderately Old,2997.0,,,0,1,0,0,0,1,7
house,International City By Sobha Phase,sector 109,9.4,26146,3595,Plot area 400(334.45 sq.m.),5,2,,2,north-east,Relatively New,,3607.0,,1,1,1,1,0,0,147
flat,Ansal Height Height Heights,sector 86,0.78,5735,1360,Built Up area: 1360 (126.35 sq.m.),2,2,2,8,north,New Property,,1360.0,,0,0,0,0,0,1,72
house,Sushant Lok  Builder Floors,sector 43,2.45,7756,4842,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 351 sq.yards (293.48 sq.m.),4,4,,3,west,Moderately Old,,540.0,351.0,1,1,0,1,1,2,123
flat,Signature Global City  Ph,sector 37d,1.07,8237,1299,Carpet area: 1305 (121.24 sq.m.),3,3,2,2,north-east,New Property,,,1305.0,0,0,0,0,0,1,86
flat,Indiabulls Centrum Park,sector 103,2.36,9182,2570,Super Built up area 2875(267.1 sq.m.)Carpet area: 2570 sq.ft. (238.76 sq.m.),4,2,3+,8,east,Relatively New,2875.0,,2570.0,0,1,0,0,0,0,159
flat,Signature The Serenas,sohna road,0.42,7909,4779,Carpet area: 531 (49.33 sq.m.),2,2,1,12,na,New Property,,,531.0,0,0,0,0,0,1,54
flat,Signature The Roselia,sector 95,0.42,7293,5184,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2,2,2,12,south,New Property,,670.0,569.0,0,0,0,0,0,0,93
flat,Experion The Heartsong,sector 108,0.97,9238,1050,Carpet area: 1050 (97.55 sq.m.),2,2,3,10,north-east,Relatively New,,,1050.0,0,1,0,0,0,1,165
house,Independent,sector 43,7.85,29055,2701,Plot area 300(250.84 sq.m.),3,3,,3,west,Relatively New,,2706.0,,1,1,0,1,1,2,49
flat,Shree Arihant Apartment,sector 54,1.55,7380,2100,Super Built up area 2100(195.1 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,3,3+,3,north-east,Moderately Old,2100.0,2000.0,1900.0,0,0,0,1,1,0,125
flat,HCBS Sports Ville,sohna road,0.22,3142,6300,Carpet area: 700 (65.03 sq.m.),1,1,1,1,na,New Property,,,700.0,0,0,0,0,0,1,86
flat,Pivotal Devaan,sector 84,0.41,7032,5247,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10,east,New Property,583.0,565.0,483.0,0,0,0,0,0,0,23
flat,Ireo Victory Valley,sector 67,4.5,14097,3192,Super Built up area 3192(296.55 sq.m.)Built Up area: 3160 sq.ft. (293.57 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,0,north,Relatively New,3192.0,3160.0,3000.0,0,1,0,1,0,0,42
flat,Birla Navya,sector 63a,3.23,26872,1202,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,1,3,4,west,New Property,2150.0,,1200.0,0,1,0,0,0,1,52
flat,Tulip Ivory,sector 70,2.0,8333,2400,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,2,3+,6,east,Moderately Old,2400.0,,1850.0,0,1,0,0,0,0,95
flat,ATS Tourmaline,sector 109,1.65,7674,2150,Super Built up area 2150(199.74 sq.m.),3,3,3+,16,north-east,Relatively New,2150.0,,,0,1,0,0,0,0,49
flat,SS Residency Residency The Leaf,sector 85,1.07,6524,1640,Super Built up area 1640(152.36 sq.m.),2,2,3,21,south,Relatively New,1640.0,,,0,0,0,1,0,1,67
flat,Denso Haryana Housing Society,manesar,0.9,4308,2089,Carpet area: 2089 (194.07 sq.m.),3,3,3+,5,east,Moderately Old,,,2089.0,0,1,0,0,0,1,7
flat,Bestech Park View Sanskruti,sector 92,1.5,7812,1920,Super Built up area 1920(178.37 sq.m.),3,3,3,3,east,Relatively New,1920.0,,,0,0,0,0,1,1,49
flat,CHD Avenue,sector 71,1.3,5531,2350,Super Built up area 2350(218.32 sq.m.),4,4,3,5,north-east,Moderately Old,2350.0,,,0,1,0,0,0,1,126
flat,DLF The Ultima,sector 81,3.25,11805,2753,Super Built up area 2753(255.76 sq.m.),4,4,3+,11,north-west,Moderately Old,2753.0,,,0,1,0,0,0,1,28
flat,Pareena Coban Residences,sector 99a,1.02,8793,1160,Super Built up area 1550(144 sq.m.)Built Up area: 1430 sq.ft. (132.85 sq.m.)Carpet area: 1160 sq.ft. (107.77 sq.m.),2,2,3,3,north,Relatively New,1550.0,1430.0,1160.0,1,0,0,0,0,1,174
house,Unitech Aspen Greens,sector 50,6.8,31430,2163,Plot area 240(200.67 sq.m.)Built Up area: 220 sq.yards (183.95 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,2,,3,west,Old,,220.0,200.0,1,1,0,0,0,0,111
flat,Vipul World Floors,sector 48,4.3,13870,3100,Carpet area: 3100 (288 sq.m.),4,2,3+,4,east,New Property,,,3100.0,1,1,0,1,0,1,88
flat,Emaar MGF The Palm Drive,sector 66,3.4,15454,2200,Super Built up area 2200(204.39 sq.m.),3,4,3,9,east,Relatively New,2200.0,,,0,1,1,0,0,0,96
flat,SS Residency Residency The Leaf,sector 85,1.99,8659,2298,Super Built up area 2408(223.71 sq.m.)Built Up area: 2398 sq.ft. (222.78 sq.m.)Carpet area: 2298 sq.ft. (213.49 sq.m.),3,4,3+,17,east,Relatively New,2408.0,2398.0,2298.0,0,1,0,0,0,0,174
flat,SS Residency Residency Almeria,sector 84,1.5,7500,2000,Super Built up area 2000(185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,2,na,New Property,2000.0,,1700.0,0,1,0,0,0,1,108
flat,GLS Arawali Homes,sohna road,0.35,6076,5184,Super Built up area 576(53.51 sq.m.),2,2,2,12,na,New Property,576.0,,,0,0,0,0,0,1,42
flat,DLF New Town Heights,sector 90,1.25,6476,1930,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,6,west,Relatively New,1930.0,1929.0,1928.0,0,1,0,1,0,1,136
house,International City By Sobha Phase,sector 109,9.5,26425,3595,Plot area 400(334.45 sq.m.),5,2,,2,south,Relatively New,,3607.0,,1,1,1,1,0,1,133
house,DLF City Plots Phase,sector 25,6.5,33548,1937,Plot area 215(179.77 sq.m.),3,3,,3,west,Old,,1939.0,,1,1,1,1,0,0,142
flat,Prime Habitat,sector 99a,0.27,5432,4473,Carpet area: 497 (46.17 sq.m.),2,2,1,4,north-east,New Property,,,497.0,0,0,0,0,0,1,7
flat,Antriksh Heights,sector 84,0.94,7000,1343,Super Built up area 1350(125.42 sq.m.),3,2,3+,10,na,New Property,1350.0,,,1,0,0,0,0,0,89
flat,Signature Global Park,sohna road,0.7,6071,1153,Carpet area: 1153 (107.12 sq.m.),3,3,3,2,north,Relatively New,,,1153.0,0,0,0,1,0,1,152
flat,Deepak Minda,manesar,1.25,4715,2651,Carpet area: 2651 (246.29 sq.m.),4,4,3+,6,na,Moderately Old,,,2651.0,0,0,0,0,0,0,44
flat,Suncity Platinum Towers,sector 28,6.0,22346,2685,Carpet area: 2685 (249.44 sq.m.),3,3,2,8,south-east,Moderately Old,,,2685.0,0,1,0,0,0,1,31
flat,Zara Aavaas,sector 104,0.2,6645,2709,Built Up area: 301 (27.96 sq.m.),1,1,1,3,north-east,Undefined,,301.0,,0,0,0,0,0,1,67
flat,Vatika City,sector 49,1.85,10578,1749,Super Built up area 1748.87(162.48 sq.m.)Built Up area: 1471.12 sq.ft. (136.67 sq.m.),3,3,1,7,south-west,Moderately Old,1471.0,1471.0,,0,0,1,1,0,1,158
flat,Sare Crescent Parc,sector 92,0.9,4260,2113,Super Built up area 1995(185.34 sq.m.),4,2,3+,3,na,Relatively New,1995.0,,,0,1,0,0,0,1,0
flat,Bestech Altura,sector 79,1.85,8604,2150,Super Built up area 2150(199.74 sq.m.),3,4,3+,11,north,New Property,2150.0,,,0,1,0,0,0,1,49
flat,Corona Optus,sector 37c,1.43,7185,1990,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,2,north,Relatively New,1990.0,,1680.0,0,1,0,0,1,1,49
flat,Independent,new gurgaon,0.22,4400,4500,Carpet area: 500 (46.45 sq.m.),2,2,1,1,na,New Property,,,500.0,0,0,0,0,0,0,0
flat,M Golfestate,sector 79,1.4,10000,1400,Carpet area: 1400 (130.06 sq.m.),2,2,2,4,east,Undefined,,,1400.0,1,1,1,0,0,2,83
flat,DLF The Ultima,sector 81,2.34,11185,2092,Super Built up area 2092(194.35 sq.m.)Built Up area: 1760 sq.ft. (163.51 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,4,3+,14,south-east,Relatively New,2092.0,1760.0,1670.0,0,1,0,0,0,2,174
flat,Ompee K S Residency,new gurgaon,1.6,2993,5346,Carpet area: 66 (55.18 sq.m.),2,2,2,1,na,Relatively New,,,66.0,0,0,0,0,0,1,0
flat,Emaar  Greens,sector 102,1.3,7878,1650,Super Built up area 1650(153.29 sq.m.)Carpet area: 1155 sq.ft. (107.3 sq.m.),3,3,3,7,north-east,Relatively New,1650.0,,1155.0,0,1,0,0,0,1,93
house,Independent,sector 43,2.15,13030,1646,Built Up area: 1650 (153.29 sq.m.),1,1,,1,na,Undefined,,1650.0,,0,0,0,0,0,1,0
flat,Bestech Park View Sanskruti,sector 92,1.55,7568,2048,Super Built up area 1995(185.34 sq.m.),3,4,3,16,south,Relatively New,1995.0,,,0,1,0,0,0,0,60
flat,Indiabulls Centrum Park,sector 103,2.14,7443,2875,Super Built up area 2875(267.1 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4,2,3+,7,east,Relatively New,2875.0,,2550.0,0,1,0,0,0,1,142
flat,BPTP Terra,sector 37d,1.55,8558,1811,Super Built up area 1811(168.25 sq.m.),3,3,3+,11,south,Relatively New,1811.0,,,0,0,0,0,0,1,79
house,Independent,sector 41,9.0,27778,3239,Plot area 360(301.01 sq.m.),2,2,,3,na,Old,,3247.0,,0,1,1,1,0,0,26
flat,MVN Athens,sohna road,0.27,5897,4122,Carpet area: 457.81 (42.53 sq.m.),2,2,1,4,south-east,Relatively New,,,458.0,0,0,0,0,1,0,35
flat,Silverglades The Melia,sohna road,0.78,5777,1350,Super Built up area 1350(125.42 sq.m.),2,2,3,9,na,Undefined,1350.0,,,1,0,0,0,0,1,72
house,Independent,sector 48,8.4,25926,3239,Plot area 360(301.01 sq.m.),4,4,,2,na,Old,,3247.0,,0,1,0,1,0,0,15
house,Independent,sohna road,0.95,8920,1065,Plot area 1065(98.94 sq.m.),3,4,,3,na,New Property,,1065.0,,0,0,0,0,0,1,0
flat,Ramprastha Primera,sector 37d,1.02,6000,1700,Super Built up area 1700(157.94 sq.m.),3,2,3,22,na,Undefined,1700.0,,,0,0,0,0,0,1,43
flat,Spaze Privy At,sector 84,1.24,6465,1918,Super Built up area 1918(178.19 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,8,north-east,Relatively New,1918.0,1650.0,1550.0,1,0,0,0,0,0,158
flat,BPTP Terra,sector 37d,1.49,8105,1838,Super Built up area 1832(170.2 sq.m.)Carpet area: 1580 sq.ft. (146.79 sq.m.),3,3,3,20,north-west,Relatively New,1832.0,,1580.0,0,0,0,0,1,1,49
flat,Tata Primanti,sector 72,3.9,13425,2905,Super Built up area 2905(269.88 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,39,east,Relatively New,2905.0,,2150.0,0,1,0,0,1,1,49
flat,Signature Global City,sector 81,0.89,8279,1075,Carpet area: 1075 (99.87 sq.m.),2,2,2,3,north,New Property,,,1075.0,0,0,0,0,1,1,20
flat,Paras Dews,sector 106,1.28,7272,1760,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,24,north-west,Relatively New,1760.0,1186.0,1130.0,0,1,0,0,0,1,49
house,Independent,sector 9,0.42,9333,4068,Built Up area: 450 (41.81 sq.m.),5,3,,2,na,Undefined,,450.0,,0,0,0,0,0,1,0
flat,Rail Vihar Cghs,sector 56,1.35,10384,1300,Super Built up area 1300(120.77 sq.m.)Built Up area: 1275 sq.ft. (118.45 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,2,2,1,west,Old,1300.0,1275.0,1250.0,0,0,0,0,1,1,159
flat,Vatika Seven Elements,sector 89,1.6,8163,1960,Super Built up area 1960(182.09 sq.m.),3,3,3,5,na,New Property,1960.0,,,0,0,0,0,0,1,58
flat,M The Tree Of Life,sector 111,2.35,14551,1615,Built Up area: 1615 (150.04 sq.m.),3,3,3+,5,na,Under Construction,,1615.0,,0,0,0,0,0,1,0
flat,BPTP Astaire Gardens,sector 70a,0.98,6587,1488,Super Built up area 1480(137.5 sq.m.),3,3,3+,1,west,Relatively New,1480.0,,,0,0,0,0,1,1,149
flat,DLF The Ultima,sector 81,2.5,11726,2132,Super Built up area 2132(198.07 sq.m.)Built Up area: 2130 sq.ft. (197.88 sq.m.)Carpet area: 2129 sq.ft. (197.79 sq.m.),3,1,2,4,south-east,Relatively New,2132.0,2130.0,2129.0,0,1,0,0,0,2,82
flat,Godrej Oasis,sector 88a,1.0,6896,1450,Carpet area: 1450 (134.71 sq.m.),2,2,3,7,na,Relatively New,,,1450.0,1,0,0,0,0,1,72
flat,Sidhartha Ncr One,sector 95,0.57,4179,1364,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2,2,2,10,na,Undefined,,1364.0,1232.0,0,0,0,0,0,1,0
flat,M Soulitude,sector 89,1.14,8000,1425,Carpet area: 1423 (132.2 sq.m.),3,3,2,2,east,New Property,,,1423.0,1,0,0,0,0,1,77
flat,M Skywalk,sector 74,1.5,10714,1400,Carpet area: 1400 (130.06 sq.m.),2,2,1,8,na,New Property,,,1400.0,0,0,0,0,0,1,16
flat,DLF Regal Gardens,sector 90,1.65,7449,2215,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3+,8,east,Relatively New,2215.0,1900.0,1700.0,0,0,0,0,1,1,79
flat,M Golfestate,sector 65,6.15,18331,3355,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,20,north-east,Undefined,,3355.0,2200.0,0,0,0,0,0,1,0
flat,SS Residency Residency The Leaf,sector 85,1.87,7780,2404,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),3,4,3,7,north-east,Relatively New,2408.0,2225.0,2175.0,0,0,0,0,0,1,49
flat,Antriksh Heights,sector 84,0.84,4869,1725,Super Built up area 1725(160.26 sq.m.),3,3,3+,8,na,New Property,1725.0,,,0,0,0,1,0,1,60
flat,Bestech Park View Residency,sector 2,0.55,8461,5850,Super Built up area 650(60.39 sq.m.),1,1,2,7,north,Moderately Old,650.0,,,0,0,0,0,0,1,31
flat,Ansal Height Height Housing Highland Park,sector 103,2.0,7490,2670,Super Built up area 2670(248.05 sq.m.),4,2,3+,14,na,New Property,2670.0,,,0,1,0,0,0,1,45
flat,La Vida By Tata Housing,sector 113,2.33,12533,1859,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3,3,3,3,north,New Property,2217.0,2098.0,1859.0,0,1,0,0,0,1,174
flat,Sare Green Parc,sector 92,1.07,5246,2040,Built Up area: 2040 (189.52 sq.m.),4,3,3,10,na,Undefined,,2040.0,,1,1,0,0,0,1,86
flat,Imperia The Esfera,sector 37c,0.99,5500,1800,Super Built up area 1815(168.62 sq.m.),3,3,1,10,north-east,New Property,1815.0,,,0,1,0,0,0,1,49
flat,Bestech Park View Spa Next,sector 67,2.72,11574,2350,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4,4,3+,0,south-west,Relatively New,2350.0,2250.0,2001.0,0,1,0,1,0,0,128
flat,Ireo Victory Valley,sector 67,3.05,16266,1875,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,2,35,south-west,Relatively New,2385.0,2200.0,1875.0,1,1,0,0,0,0,165
flat,Puri Diplomatic Greens,sector 111,3.9,13000,3000,Super Built up area 3000(278.71 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,2,3+,6,north-east,Relatively New,3000.0,,2950.0,0,1,0,0,0,2,160
flat,Bestech Park View Residency,sector 2,1.4,7865,1780,Super Built up area 1780(165.37 sq.m.),3,3,3+,6,north,Old,1780.0,,,0,0,0,0,0,2,107
house,Independent,sector 26,12.5,38581,3239,Plot area 360(301.01 sq.m.),5,2,,2,north,Old,,3247.0,,1,1,1,1,0,0,79
house,International City By Sobha Phase,sector 109,6.0,24665,2432,Plot area 270(225.75 sq.m.),4,4,,2,north-east,Relatively New,,2435.0,,1,1,1,1,0,1,160
house,Independent,sector 26,7.0,39176,1786,Plot area 1782.72(165.62 sq.m.),5,2,,3,north-east,Relatively New,,1783.0,,0,1,0,0,0,1,9
house,Independent,mohan nagar,1.3,8701,1496,Plot area 166(138.8 sq.m.),4,2,,1,east,Old,,1497.0,,0,0,0,0,0,1,0
flat,Conscient Heritage Max,sector 102,1.82,9371,1942,Super Built up area 1942(180.42 sq.m.),3,4,3+,15,east,Moderately Old,1942.0,,,0,1,0,0,0,1,125
flat,Godrej Air,sector 85,1.3,14541,8046,Super Built up area 1400(130.06 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,3,30,na,New Property,1400.0,,894.0,0,0,0,0,0,1,111
flat,Sare Homes,sector 92,0.95,4250,2235,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4,3,2,16,east,New Property,2000.0,1983.0,1900.0,0,0,0,0,0,1,95
flat,ATS Kocoon,sector 109,1.75,10028,1745,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,10,north-east,Relatively New,1745.0,1550.0,1250.0,0,0,0,1,0,0,49
flat,AIPL The Peaceful Homes,sector 70a,2.8,11914,2350,Super Built up area 2350(218.32 sq.m.)Carpet area: 1322 sq.ft. (122.82 sq.m.),3,4,3,22,north-east,Relatively New,2350.0,,1322.0,0,1,0,0,0,1,49
house,Independent,sector 9,3.4,12938,2626,Plot area 292(244.15 sq.m.),3,3,,3,west,Moderately Old,,2633.0,,0,0,0,0,0,0,61
flat,Smart World Orchard,sector 61,1.41,12250,1151,Built Up area: 1150 (106.84 sq.m.),2,2,2,2,na,New Property,,1150.0,,1,0,0,0,0,1,76
flat,DLF New Town Heights,sector 90,1.88,6894,2727,Super Built up area 2727(253.35 sq.m.)Built Up area: 2726 sq.ft. (253.25 sq.m.)Carpet area: 2725 sq.ft. (253.16 sq.m.),4,4,3+,20,south,Relatively New,2727.0,2726.0,2725.0,0,1,0,1,0,1,145
flat,Godrej Oasis,sector 88a,1.19,10162,1171,Super Built up area 1628(151.25 sq.m.)Carpet area: 1171 sq.ft. (108.79 sq.m.),2,2,3,15,south-east,Relatively New,1628.0,,1171.0,1,0,0,1,0,0,174
flat,Experion The Heartsong,sector 108,0.87,11845,6606,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2,south-west,Relatively New,1283.0,734.0,734.0,0,1,0,0,0,0,123
flat,Ansal Height Height Housing Highland Park,sector 103,0.88,6429,1369,Super Built up area 1361(126.44 sq.m.),2,2,3,3,na,New Property,1361.0,,,0,0,0,0,0,1,52
flat,Godrej Summit,sector 104,0.85,5878,1446,Super Built up area 1446(134.34 sq.m.)Built Up area: 1269 sq.ft. (117.89 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2,2,3+,10,east,Relatively New,1446.0,1269.0,777.0,1,0,0,0,0,1,79
house,Independent,sector 14,8.0,17707,4520,Plot area 502(419.74 sq.m.),4,2,,3,north,Old,,4527.0,,0,1,1,0,0,1,32
flat,Tulip Violet,sector 69,1.75,8706,2010,Super Built up area 2010(186.74 sq.m.),4,4,2,10,north-east,Relatively New,2010.0,,,0,0,0,0,0,0,109
flat,Paras Dews,sector 106,1.14,6000,1900,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,8,south,Relatively New,1900.0,1305.0,1173.0,1,1,0,0,0,1,49
flat,Ireo Victory Valley,sector 67,4.75,13929,3410,Super Built up area 3410(316.8 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 3100 sq.ft. (288 sq.m.),4,4,3+,0,west,Relatively New,3410.0,3200.0,3100.0,1,1,1,1,0,0,165
flat,Bestech Park View City,sector 48,2.65,10323,2567,Super Built up area 2567(238.48 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,4,3+,11,north-east,Moderately Old,2567.0,,1750.0,1,1,0,0,0,0,174
house,Independent,sector 25,7.3,1560,1937,Plot area 215(179.77 sq.m.)Built Up area: 5800 sq.yards (4849.54 sq.m.)Carpet area: 5200 sq.yards (4347.86 sq.m.),3,3,,3,north-west,Relatively New,,5800.0,5200.0,0,1,1,0,0,0,109
house,Independent,sector 105,0.55,11355,4356,Built Up area: 56 (5.2 sq.m.),4,4,,2,na,Undefined,,56.0,,0,0,0,0,0,1,0
flat,Emaar  Greens,sector 102,1.49,9030,1650,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10,north-east,Relatively New,1650.0,,1023.0,0,0,0,0,0,0,159
flat,Experion Windchants,sector 112,5.49,11584,4739,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,2,3+,5,south,Relatively New,4739.0,3655.0,,0,1,0,0,0,0,168
flat,Emaar MGF The Enclave,sector 66,2.1,12352,1700,Super Built up area 1920(178.37 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,2,12,north-east,Relatively New,1920.0,1800.0,1700.0,0,1,0,0,0,0,156
house,DLF The Grove,sector 54,5.7,23535,2421,Built Up area: 270 (25.08 sq.m.),4,4,,1,na,Undefined,,270.0,,0,0,0,0,0,1,46
flat,Signature The Roselia,sector 95,0.48,7164,6030,Carpet area: 670 (62.25 sq.m.),2,2,2,6,na,Relatively New,,,670.0,0,0,0,0,0,1,16
house,Independent,sector 50,7.0,32354,2163,Built Up area: 240 (200.67 sq.m.),3,2,0,1,na,Undefined,,2164.0,,0,0,0,0,0,1,0
flat,Professional Society,manesar,0.75,3067,2445,Carpet area: 2445 (227.15 sq.m.),3,4,3,3,east,Relatively New,,,2445.0,0,1,0,0,0,1,21
flat,Smart World Gems,sector 89,1.16,10500,1105,Super Built up area 1103(102.47 sq.m.),3,2,3,1,na,New Property,1103.0,,,1,0,0,0,0,1,49
flat,Bestech Park View Ananda,sector 81,1.15,6927,1660,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,2,3+,12,east,Relatively New,1660.0,,1082.0,0,0,0,0,0,1,101
flat,Shree Vardhman Victoria,sector 70,1.23,9111,1350,Super Built up area 1350(125.42 sq.m.),2,2,3,1,north-east,Relatively New,1350.0,,,1,0,0,0,0,1,43
flat,Umang Winter Hills,sector 77,1.4,6340,2208,Built Up area: 1735 (161.19 sq.m.),3,3,3,10,north-east,Undefined,,1735.0,,0,0,0,0,0,1,28
house,Ansal Height Height Api Esencia,sector 67,1.85,8303,2228,Carpet area: 250 (23.23 sq.m.),3,3,,1,na,Undefined,,,250.0,0,0,0,0,0,1,0
flat,Smart World Gems,sector 89,0.9,8159,1103,Super Built up area 1103(102.47 sq.m.),2,2,2,3,na,New Property,1103.0,,,1,0,0,0,1,1,95
flat,M Skywalk,sector 74,2.25,13636,1650,Super Built up area 2038(189.34 sq.m.)Built Up area: 1938 sq.ft. (180.05 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,9,south,Relatively New,2038.0,1938.0,1650.0,0,1,0,0,0,0,174
flat,Mapsko Mount Ville,sector 79,1.85,9641,1919,Super Built up area 1815(168.62 sq.m.),3,4,3,21,na,New Property,1815.0,,,0,1,0,1,0,1,49
flat,Mrg Skyline,sector 106,1.82,13392,1359,Built Up area: 1359 (126.26 sq.m.)Carpet area: 952 sq.ft. (88.44 sq.m.),3,2,2,4,east,Undefined,,1359.0,952.0,0,0,0,0,0,1,0
house,Independent,sector 45,17.0,37784,4499,Plot area 4500(418.06 sq.m.),5,3,,3,north-east,Relatively New,,4500.0,,1,1,1,1,0,2,152
flat,Surbhi Apartment,sushant lok,3.2,12264,2609,Built Up area: 2650 (246.19 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,3,3,6,east,Old,,2650.0,2000.0,0,0,0,0,0,1,44
